method,arxiv_id,venue,year,category,core_innovation,code_url
Multi-view Consistent 3D Gaussian Head Avatars,2605.25220,CVPR,2026,Human & Avatar,Multi-view consistent 3D Gaussian head avatars from single-view input without multi-view generation,
PEAR,,SIGGRAPH 2026,2026,Human & Avatar,Single-image animatable 3D human avatar at 100 FPS; full-body + hand + face reconstruction from single natural image,
PiG-Avatar,2605.20185,arXiv 2026,2026,Human & Avatar,Hierarchical neural-field-guided Gaussian avatars in volumetric canonical space decoupled from template topology; 3D barycentric anchor transport for kinematic coherence; emergent self-organization of anchor density,
ProgressiveAvatars,,SIGGRAPH 2026 TOG,2026,Human & Avatar,Progressive animatable 3D Gaussian avatar generation,
SDTalk,2605.09956,arXiv,2026,Human & Avatar,"High-quality, real-time talking head synthesis remains a fundamental challenge in computer vision. Existing reconstruction- and rendering-based methods typically rely on identity-specific models, l...",
SplitAvatar,2605.25751,arXiv,2026,Human & Avatar,Autoregressive Gaussian splitting via GNN for one-shot head avatar with progressive detail,
GauHuman-v2,2503.24210,CVPR 2025,2025,Human & Avatar,Second-generation human GS with improved SMPL-guided Gaussian binding,
GaussianAvatars-2,2412.07739,CVPR 2025,2025,Human & Avatar,Second-generation Gaussian avatars with FLAME-aligned Gaussian anchoring,
GaussianBody,2412.10972,CVPR 2025,2025,Human & Avatar,SMPL-X aligned Gaussian body with part-aware densification,
GaussianHands-2,2412.09606,CVPR 2025,2025,Human & Avatar,Hand avatar GS with cross-attention feature blending for dexterous manipulation,
GaussianTalker,2412.09982,CVPR 2025,2025,Human & Avatar,Audio-driven Gaussian talking head with facial prior and emotion control,
SplatFace,2412.10209,CVPR 2025,2025,Human & Avatar,Face-specific GS with identity-preserving Gaussian anchoring from single image,
SplatPose,2412.09511,CVPR 2025,2025,Human & Avatar,Pose-conditioned Gaussian Splatting for monocular human reconstruction,
SplatPose2,2504.13167,CVPR 2025,2025,Human & Avatar,Enhanced pose-conditioned GS with part-level deformation,
SplatTalk,2503.24382,CVPR 2025,2025,Human & Avatar,Audio-driven 3D talking face GS with emotion and style control,
X-Gaussian,2412.09723,CVPR 2025,2025,Human & Avatar,Expressive full-body Gaussian avatar from monocular video with LBS-based deformation,
3DGS-Avatar,2310.08529,CVPR 2024,2024,Human & Avatar,Deformable 3DGS for animatable human avatars with pose-conditioned Gaussian deformation,https://github.com/mikeqzy/3DGS-Avatar
BAGS,2403.14166,ECCV 2024,2024,Human & Avatar,Body-Aligned Gaussian Splatting with SMPL-guided Gaussian anchoring for human reconstruction,
ExpressiveGaussianHuman,2407.03204,NeurIPS 2024,2024,Human & Avatar,Expression-coefficient-driven Gaussian deformation fields for expressive human avatars,
GAGAvatar,2410.07971,NeurIPS 2024,2024,Human & Avatar,Generalizable and animatable Gaussian head avatar from monocular video,https://github.com/xg-chu/GAGAvatar
GAS,,arXiv,2024,Human & Avatar,Compression + caching for real-time avatar rendering,
GauHuman,2403.16095,ECCV 2024,2024,Human & Avatar,Human-specific GS with SMPL-constrained Gaussian initialization and pose-aware densification,
GaussianAvatar,,arXiv,2024,Human & Avatar,Pose-driven human body Gaussian representation,
GaussianHand,2410.08840,NeurIPS 2024,2024,Human & Avatar,Interaction-aware 3DGS for one-shot hand avatars,https://github.com/XuanHuang0/GuassianHand
GS-Avatar,2311.18159,ECCV 2024,2024,Human & Avatar,Animatable 3DGS avatar from monocular video with pose-dependent Gaussian deformation,https://github.com/mikeqzy/GS-Avatar
HeadGaS,2312.02902,ECCV 2024,2024,Human & Avatar,Dynamic head GS with blendshape-driven Gaussian deformation for real-time reenactment,
Human3Diffusion,2406.08475,NeurIPS 2024,2024,Human & Avatar,Diffusion + GS dual-driven 3D human avatar reconstruction,https://github.com/YuxuanSnow/Human3Diffusion/
HumanSplat-NIPS,2406.12459,NeurIPS 2024,2024,Human & Avatar,Single-image human GS with SMPL-guided Gaussian binding,
SplatArmor,2311.13681,CVPR 2024,2024,Human & Avatar,LBS-based articulated Gaussian Splatting for human body with twist-aware deformation,
SplattingAvatar,,arXiv,2024,Human & Avatar,Expression-conditioned Gaussian deformation,
BEA-GS,2605.09662,CVPR,2026,Editing,Visible boundary + non-visible extraction losses for near-perfect object extraction from 3DGS,
Capacity-Controlled Stylization,,ECCV,2026,Editing,Capacity-controlled multi-view stylization of 3DGS; style-structure disentanglement,
DeSplat,,arXiv 2026,2026,Editing,Decomposed Gaussian Splatting for distractor-free rendering; separates transient objects from static scene,
DiffSoup,2603.27151,arXiv,2026,Editing,Triangle soup as extreme radiance field simplification,https://github.com/kenji-tojo/diffsoup
DS-StyleGaussian,2605.30065,IEEE IVMSP,2026,Editing,Data-sufficient zero-shot 3D style transfer via feature Gaussian splatting + deferred stylization,
FaceParts,2605.13853,arXiv 2026,2026,Editing,Unsupervised segmentation and editing of GS avatars with FLAME-anchored transfer,
FluSplat,2604.20038,arXiv,2026,Editing,Feed-forward sparse-view editing without per-scene optimization,
FTSplat,2603.05932,arXiv,2026,Editing,Feed-forward triangle primitive generation,
GeM-NR,2606.05142,arXiv,2026,Editing,Geometry-aware multi-view editing for nonrigid scene changes; training-free depth alignment + query refinement,
GOR-IS,2605.00498,arXiv,2026,Editing,Physically consistent object removal via intrinsic decomposition,https://applezyh.github.io/GOR-IS-project-page/
IRIS,2603.15368,arXiv,2026,Editing,Hybrid proxy with analytical ray-primitive intersection,https://github.com/gwilczynski95/iris
ObjectMorpher,2603.28152,CVPR 2026,2026,Editing,Deformable 3DGS for 3D-aware interactive image editing,
RoVES,2605.25373,arXiv,2026,Editing,Physics-aware road geometry insertion + 4-DOF vehicle dynamics for driving scene editing,
Semantic-Guided Progressive Object Removal,,arXiv,2026,Editing,DINOv2 semantic-guided block matching + region-wise progressive refinement for high-quality 3D object removal in 3DGS scenes,
SketchFaceGS,2604.19202,CVPR 2026 Highlight,2026,Editing,Sketch-driven face editing via Transformer UV prediction,https://github.com/gogoneural/SketchFaceGS_jittor
SplatShot,2606.01493,arXiv 2026,2026,Editing,Training-free 3D face avatar from single in-the-wild photo; per-step 3D feedback loop: predict clean image -> refit 3DGS -> photometric difference backpropagated to noise estimate,
SVGS-Edit,2603.28126,arXiv,2026,Editing,"Text-driven 3D scene editing has attracted considerable interest due to its convenience and user-friendliness. However, methods that rely on implicit 3D representations, such as Neural Radiance Fie...",https://amateurc.github.io/svgs.github.io
TransSplat,2604.19571,arXiv,2026,Editing,Language-driven editing as unbalanced semantic transport,
WeatherCity,2602.22096,arXiv,2026,Editing,Weather Gaussian representation for 4D urban scene weather editing with physics-driven particle simulation,
EditGS,2412.13047,CVPR 2025,2025,Editing,Editable GS with Gaussian-level selection and transformation propagation,
GaussCtrl-v2,2412.12096,CVPR 2025,2025,Editing,Enhanced controlled GS editing with multi-modal conditioning (text + depth + sketch),
GaussianCut-v2,2406.09394,CVPR 2025,2025,Editing,Enhanced graph-cut segmentation for interactive GS editing with uncertainty refinement,
GS-Diff,2504.05152,arXiv 2026,2025,Editing,Scene change detection directly on Gaussian primitives; separates geometric vs appearance changes; +17% mIoU,
GS-Mosaic,2504.00773,CVPR 2025,2025,Editing,Mosaic-style GS editing for large-scale scene layout modification,
GS-Retexture,2503.20776,CVPR 2025,2025,Editing,Texture transfer in GS with UV-aligned Gaussian appearance modification,
InstructGS,2503.20779,CVPR 2025,2025,Editing,Instruction-driven GS editing with LLM-guided editing plan generation,
VEGS,2406.06526,CVPR 2025,2025,Editing,Video-driven editing of Gaussian Splatting with temporal consistency propagation,
BAD-Gaussians,2401.06116,CVPR 2024,2024,Editing,Bundle-adjusted deformation Gaussians for consistent editing across views,https://github.com/yccyencheng/BAD-Gaussians
ColoredGaussian,2405.10508,CVPR 2024,2024,Editing,Color-controllable Gaussian editing with per-Gaussian color attribute decomposition,
D-MiSo,2405.14276,NeurIPS 2024,2024,Editing,Multi-Gaussians Soup representation for editing dynamic 3D scenes,
FlashSplat,2409.08270,ECCV 2024,2024,Editing,Alpha blending linearity enables 2D-to-3D GS segmentation as linear programming with closed-form solution (50x faster),https://github.com/florinshen/FlashSplat
Frosting,,arXiv,2024,Editing,Decoupled geometry/appearance editing,
GaussCtrl,2311.16043,ECCV 2024,2024,Editing,Depth-conditioned attention + progressive editing for controllable GS generation from text/depth,
Gaussian Grouping,2311.12897,ECCV 2024,2024,Editing,Identity encoding per Gaussian + SAM supervision + 3D spatial consistency for open-world 3D segmentation and editing,
GaussianCtrl,2312.13763,CVPR 2024,2024,Editing,Depth-conditioned controlnet + progressive editing for controllable 3DGS generation,
GaussianCut,2411.07555,NeurIPS 2024,2024,Editing,Graph cut algorithm for interactive 3DGS segmentation enabling instance-level editing,
GaussianEditor,,arXiv,2024,Editing,CLIP-guided text/geometry-driven editing,
GaussianEditor-v2,2312.09228,CVPR 2024,2024,Editing,Enhanced text-driven GS editing with Gaussian semantic tracing and hierarchical selection,https://github.com/NEU-GCL/GaussianEditor
GeoGaussian,,arXiv,2024,Editing,Mesh-prior-guided Gaussian manipulation,
GScream,2404.15264,ECCV 2024,2024,Editing,Cross-attention feature propagation bridging visible/invisible regions for 3D object removal,
GSDeformer,2405.15491,arXiv,2024,Editing,Cage-based deformation for 3DGS; proxy point cloud bridges cage deformation to Gaussian transform,
InFusion,2403.06908,CVPR 2024,2024,Editing,Inpainting-guided Gaussian Splatting for 3D content insertion and scene completion,
ProEdit,2411.05006,NeurIPS 2024,2024,Editing,Progressive local editing with global consistency maintenance for 3D scenes,
Splat-GS,2406.08488,CVPR 2024,2024,Editing,Scalable Gaussian editing with progressive region selection and style transplantation,
StylizedGS,2407.07220,NeurIPS 2024,2024,Editing,Reference-based controllable scene stylization with Gaussian Splatting,
SVG,2312.05664,CVPR 2024,2024,Editing,Semantic-driven Gaussian editing: disentangled semantic fields for targeted 3D manipulation,
VR-GS,2407.12777,ECCV 2024,2024,Editing,Physical-based GS editing in VR: real-time Gaussian manipulation with haptic feedback,
3DCodeBench,2606.01057,arXiv 2026,2026,CAD & Reverse Engineering,Systematic benchmark for VLM agents on procedural 3D generation (text/image -> code -> 3D); evaluates 12 VLMs; includes 3DCodeArena human preference ranking platform,
ASSEMCAD,,arXiv,2026,CAD & Reverse Engineering,Axiom-driven framework for production-ready CAD assembly generation from natural language; port-and-mate-based library with executable mate relations + engineering axioms; outperforms code-centric CAD baselines on AssemBench,
BRepCLIP,2606.05515,arXiv 2026,2026,CAD & Reverse Engineering,Contrastive multi-modal pre-training with BRep primitives for CAD understanding; cross-modal retrieval,
BrepGaussian,2602.21105,CVPR 2026,2026,CAD & Reverse Engineering,3DGS + B-rep CAD reconstruction to parametric STEP models,
CADDreamer,,CVPR 2025 Highlight,2026,CAD & Reverse Engineering,CAD object generation from single-view images; parametric primitive sequence generation from 2D input,
CADFit,2605.01171,arXiv,2026,CAD & Reverse Engineering,"Despite recent progress, recovering parametric CAD construction sequences from geometric input, such as meshes or point clouds, is a key challenge for design and manufacturing, as existing CAD reco...",
CADFS,2605.01925,CVPR 2026,2026,CAD & Reverse Engineering,Large-scale CAD program dataset + LLM-assisted CAD understanding,
KDH-CAD,2606.01702,arXiv 2026,2026,CAD & Reverse Engineering,Knowledge-data hybrid CAD learning: pretrained foundation model + structured domain knowledge from textbooks + small labeled CAD data; 92.6% accuracy with only 250 samples,
MidSurfNet,2606.01891,arXiv 2026,2026,CAD & Reverse Engineering,Learning-augmented mid-surface abstraction: neural face pairing module + interference implicit field (SDF intersection) for arbitrary offset control; 87.32% pairing accuracy,
SEIG,2606.02580,arXiv 2026,2026,CAD & Reverse Engineering,VLM generates executable Blender programs from single image via staged decomposition (geometry->materials->composition->lighting); no differentiable rendering or multi-view supervision needed,
UniCAD,2606.05058,arXiv,2026,CAD & Reverse Engineering,Unified multi-modal multi-task CAD benchmark + UniCAD-MLLM for point/text/image to CAD reconstruction,
UniMGS,,AAAI 2026,2026,CAD & Reverse Engineering,Single-pass rasterization for both mesh and Gaussians simultaneously,
Zero-to-CAD,2604.24479,arXiv 2026,2026,CAD & Reverse Engineering,Agentic synthesis of parametric CAD programs; 2B VLM trained on 1M+ synthetic CAD programs,
BrepGiff,,arXiv 2026,2025,CAD & Reverse Engineering,Lightweight generation of complex B-rep with 3D GAT Diffusion; graph attention network diffusion for B-rep topology+geometry (IEEE Xplore),
GaussCAD,2503.19358,CVPR 2025,2025,CAD & Reverse Engineering,CAD reconstruction from GS with parametric primitive extraction,
GS-CAD,2410.17249,CVPR 2025,2025,CAD & Reverse Engineering,CAD model reconstruction from GS with parametric primitive fitting,
MaGS,,ICCV 2025,2025,CAD & Reverse Engineering,Mesh-adsorbed Gaussians; deform mesh → Gaussians follow,
Vol3DGS,,CVPR 2025,2025,CAD & Reverse Engineering,Physically accurate volume-consistent rendering resolving splatting/volume inconsistency via volume rendering integral for 3DGS,
2DGS,2403.17888,SIGGRAPH 2024,2024,CAD & Reverse Engineering,2D disks on surfaces enabling direct mesh extraction via Poisson reconstruction,
3DTV,2604.11211,arXiv,2026,Cross-Domain,Feedforward 3-camera interpolation at 40 FPS,https://stefanmschulz.github.io/3DTV_webpage/
Aes3D,2605.05155,arXiv,2026,Cross-Domain,First aesthetic assessment framework for 3DGS scenes; Aesthetic3D dataset + Aes3DGSNet that predicts scores directly from Gaussian primitives,
AsyncEvGS,2605.07192,arXiv 2026,2026,Cross-Domain,Asynchronous event camera + RGB dual-system for motion-blurred 3DGS via cross-domain pose estimation,
AudioGS,2604.08967,arXiv,2026,Cross-Domain,Spectrogram-based audio Gaussian Splatting for sound field reconstruction,
BiSplat-WRF,2604.25945,IEEE ICC 2026 Workshop,2026,Cross-Domain,Gaussian Splatting for wireless radiance field reconstruction,
CoherentRaster,2605.04509,arXiv,2026,Cross-Domain,Subpixel-level 3DGS rasterization for light field displays,
DVSM,2605.29891,arXiv,2026,Cross-Domain,Decoder-only view synthesis model; shared reconstruction/rendering weights; SOTA on NVS benchmarks,
Egocentric Dynamic 3DGS Evaluation,2604.23803,EgoVis Workshop @ CVPR 2026,2026,Cross-Domain,Egocentric video reconstruction evaluation,
EmoTaG,2603.21332,CVPR 2026,2026,Cross-Domain,Few-shot emotion-aware talking head on Gaussian Splatting,https://emotag26.github.io/
EndoGSim,2605.16022,MICCAI 2026,2026,Cross-Domain,MLLM-guided 4DGS + differentiable MPM for physics-aware endoscopic scene reconstruction and simulation,
Fake3DGS,2604.27590,ICPR 2026,2026,Cross-Domain,Benchmark for 3D manipulation detection in neural rendering,https://github.com/iot-unimore/Fake3DGS
FieryGS,2605.00177,ICLR 2026,2026,Cross-Domain,Physics-integrated combustion simulation + 3DGS rendering,https://pku-vcl-geometry.github.io/FieryGS/
GaussianPile,2603.20611,CVPR 2026,2026,Cross-Domain,Slice-based volumetric reconstruction via sparse 3DGS + imaging system-aware focus model; 11x faster than NeRF; 16x compression,
GS-DOT,2604.23675,arXiv,2026,Cross-Domain,Diffuse optical tomography via Gaussian Splatting,
GS-STVSR,2604.18047,arXiv,2026,Cross-Domain,"Continuous Spatio-Temporal Video Super-Resolution (C-STVSR) aims to simultaneously enhance the spatial resolution and frame rate of videos by arbitrary scale factors, offering greater flexibility t...",
gsplat,,arXiv,2026,Cross-Domain,CUDA-accelerated 3DGS rasterization library; 4x VRAM savings; 10% training speedup; production-grade real-time rendering; part of nerfstudio project,
GSRep,2605.29549,arXiv,2026,Cross-Domain,Comparative evaluation of point-based and graph-based architectures for learning from 3D Gaussian Splats,
LagrangianSplats,2605.09299,arXiv,2026,Cross-Domain,"Reconstructing 3D fluid velocity fields from sparse 2D video observations is a highly ill-posed inverse problem, demanding both transport consistency with observed motion and physical validity unde...",
Mobile Phone 3DGS Acquisition,2604.19216,arXiv,2026,Cross-Domain,Object-centered on-device capture guidance,
MSGS,2604.13340,arXiv,2026,Cross-Domain,Multispectral 3D Gaussian Splatting,
NAB-GS,2508.15151,MICCAI,2026,Cross-Domain,Negative Alpha Blending for zero-shot 3D medical segmentation,
OCH3R,2605.13018,arXiv,2026,Cross-Domain,Object-centric scene understanding is a fundamental challenge in computer vision. Existing approaches often rely on multi-stage pipelines that first apply pre-trained segmentors to extract individu...,
OpenSpatial,2604.07296,arXiv,2026,Cross-Domain,Principled open-source data engineering for 3DGS,
PanoLOG,2607.08769,,2026,Cross-Domain,Geometry and gradient-based partitioning for panoramic outdoor 3DGS reconstruction; first panoramic outdoor benchmark Pano360,
PatchPoison,2604.13153,arXiv,2026,Cross-Domain,Poisoning multi-view datasets to degrade 3D reconstruction (Security),
PG-3DGS,2605.11266,arXiv,2026,Cross-Domain,"Recent advances in Gaussian Splatting have enabled fast, high-fidelity 3D scene generation, yet these methods remain purely visual and lack an understanding of how shapes behave in the physical wor...",
RESPIRE,2604.28179,arXiv,2026,Cross-Domain,CT-informed mesh-anchored GS for dynamic bronchoscopy,https://asdunnbe.github.io/RESPIRE/
RGS,2604.27552,arXiv,2026,Cross-Domain,Residual wavelet-GS for ultra sparse-view CBCT reconstruction,
SandSim,2604.27572,arXiv,2026,Cross-Domain,Curve-guided GS for sand painting process reconstruction,
Sensor2Sensor,2605.22809,CVPR,2026,Cross-Domain,Cross-embodiment sensor conversion via 4DGS; translates dashcam to AV sensor suite using diffusion,
SplAttN,2605.01466,ICML 2026 Spotlight,2026,Cross-Domain,Gaussian soft splatting for point cloud completion,https://github.com/zay002/SplAttN
StereoSplat+,2607.08808,IROS 2026,2026,Cross-Domain,Feed-forward stereo GS with diffusion-assisted progressive inference; one-step diffusion enhancer + stereo cost-volume + triplane 3D volume fusion,
SyncSpace,2607.10050,,2026,Cross-Domain,Layout-conditioned 3DGS for MR space reskinning; coarse-to-fine registration + hand-tracked engulfment interaction,
TwinPose,,SIGGRAPH 2026 TOG,2026,Cross-Domain,Multi-view 3D pose estimation via person-specific subspaces,https://github.com/zgspose
Visionary,2512.08478,arXiv 2025,2026,Cross-Domain,WebGPU + 3DGS world model carrier: first Web-native platform supporting 4DGS/neural avatars/generative post-processing in real-time,
XFreq-GS,2605.11432,arXiv,2026,Cross-Domain,"Channel modeling is fundamental to the analysis, design, and optimization of wireless communication systems, which, however, accurate wireless channel modeling remains challenging, especially given...",
CT-GS,2502.02091,CVPR 2025,2025,Cross-Domain,GS-based CT volume reconstruction with sparse-view acceleration,
EndoGS,2502.01846,CVPR 2025,2025,Cross-Domain,Endoscopic scene reconstruction with GS for surgical navigation,
GaussVis,2503.01610,CVPR 2025,2025,Cross-Domain,GS-based visualization for scientific data with interactive exploration,
GS-UWF,2502.16652,CVPR 2025,2025,Cross-Domain,Ultra-widefield fundus reconstruction with Gaussian Splatting,
GS-VQA,2503.23297,CVPR 2025,2025,Cross-Domain,GS quality assessment via view-consistent quality prediction,
RDSplat,2512.06774,arXiv,2025,Cross-Domain,Robust watermarking against diffusion editing,
SurfFill,2512.03010,arXiv,2025,Cross-Domain,LiDAR point cloud completion via Gaussian surfel splatting; ambiguity heuristic for LiDAR beam divergence artifacts; divide-and-conquer for building-sized completion,
DDGS-CT,2406.02518,NeurIPS 2024,2024,Cross-Domain,Direction-disentangled X-ray volume rendering with Gaussian acceleration for CT,
Habitat-GS,,arXiv,2024,Cross-Domain,3DGS-rendered simulator for robot navigation training,
R2-Gaussian,2405.20693,NeurIPS 2024,2024,Cross-Domain,GS adapted for Radon transform + X-ray volume rendering for tomographic reconstruction,https://github.com/Ruyi-Zha/r2_gaussian
3DThinkVLA,2606.04436,arXiv,2026,Simulation,Endowing VLA models with latent 3D priors via 3D-thinking-guided co-training; SOTA on LIBERO,
AGILE,2602.04672,SIGGRAPH,2026,Simulation,Agentic generation for hand-object interaction reconstruction from video; VLM guides generative model,
ArtiTwinSplat,,arXiv,2026,Simulation,Interactable Digital Twin Reconstruction via Gaussian Splatting from RGB-D videos; enables interaction with reconstructed digital twins; agent-system integration for articulated object manipulation,
DISCOVERSE,,arXiv,2026,Simulation,3DGS + MuJoCo unified Real2Sim2Real robot learning framework; scene-level + object-level digital twin,
Dynamic Mesh-Gaussian,2606.00444,arXiv 2026,2026,Simulation,Dual-representation framework: fixed-topology mesh for physics + Gaussian splatting for rendering; 4.65x speedup over varying-topology baseline,
FLUIDSPLAT,2605.18866,arXiv 2026,2026,Simulation,Physical flow field reconstruction via anisotropic GS partition-of-unity; proven Sobolev approximation rate,
MonoPhysics,2605.30320,arXiv,2026,Simulation,Monocular inverse physics using differentiable MPM + 3DGS; three visual-physical bridges,
PhyGenHOI,2605.30268,arXiv,2026,Simulation,Physically-aware 4D HOI generation; MDM + MPM + 3DGS unified; windowed attraction + re-simulation,
RAF,2605.25980,CVPR 2026 Findings,2026,Simulation,Representation Abstraction Framework: bridging 3DGS and physics engines via unified abstraction layer; MPM/SPH/PBD multi-solver coupling; 3DGS-mesh-fluid-cloth-rigid bidirectional interaction; UE5 rendering with Lumen GI,
SAM3D-Phys,2605.30239,arXiv,2026,Simulation,Integrates SAM3D generative 3D priors with physics-constrained spatial optimization to recover simulatable objects from reconstructed scenes; mask-guided appearance distillation,
SimuScene,2606.03994,arXiv,2026,Simulation,Physics-in-the-loop compositional 3D scene reconstruction from single image; physics engine as diagnostic,
3DGS Demo Synthesis (IL),2605.01232,arXiv,2026,Embodied AI & Robotics,3DGS-based demonstration generation for imitation learning,
ArtGS,,IEEE 2026,2026,Embodied AI & Robotics,3D Gaussian Splatting for interactive visual-physical modeling and manipulation of articulated objects; bone-driven deformation + contact-aware rendering,
Forecast-GS,2605.11144,arXiv,2026,Embodied AI & Robotics,"We introduce Forecast-aware Gaussian Splatting (Forecast-GS), a predictive 3D representation framework for language-conditioned robotic manipulation. While recent manipulation systems have made pro...",
FreeArtGS,2603.22102,arXiv 2026,2026,Embodied AI & Robotics,Articulated Gaussian Splatting under free-moving scenario; scalable articulated object reconstruction,
GS-Playground,2604.25459,RSS 2026,2026,Embodied AI & Robotics,Batch 3DGS + parallel physics at 10^4 FPS for robot learning,https://gsplayground.github.io
GS-Surrogate,2604.06358,arXiv,2026,Embodied AI & Robotics,Deformable GS surrogate for ensemble simulation exploration,
GS-World,,arXiv 2025,2026,Embodied AI & Robotics,World model generative simulation + Engine-driven Sim2Real VLA: 3DGS as differentiable simulation engine for robot skill learning,
GSDrive,2604.28111,arXiv,2026,Embodied AI & Robotics,Reinforcing driving policies with 3DGS environment for high-fidelity RL training,
GSMem,2603.19137,arXiv,2026,Embodied AI & Robotics,"Effective embodied exploration requires agents to accumulate and retain spatial knowledge over time. However, existing scene representations, such as discrete scene graphs or static view-based snap...",
LeGS,2605.00408,arXiv 2026,2026,Embodied AI & Robotics,Loco-manipulation via Embodied Gaussian Splatting; mesh foreground (robot/objects) + 3DGS background; procedural motion primitive generator; VLA policy trained purely in LEGS,
PARTICULATE,,CVPR 2026,2026,Embodied AI & Robotics,"Feed-forward 3D object articulation from static mesh; auto-infer movable structure including parts, connections, and motion axes; Oxford / Cambridge / NTU",
Real2Sim,2605.13591,arXiv 2026,2026,Embodied AI & Robotics,4DGS + differentiable MPM solver for physics-aware autonomous driving simulation,
Spark 2.0,,arXiv,2026,Embodied AI & Robotics,NVIDIA 3DGS-based robotic world simulation: real-time 3DGS reconstruction for manipulation learning and physical AI interaction,
SplatCtrl,2607.08948,ICRA 2026,2026,Embodied AI & Robotics,Perception-action coupling via GS + reactive robot control; isotropic Gaussian → continuous SDF → control barrier functions; collision-free manipulation,
TAIL-Safe,2605.01195,arXiv,2026,Embodied AI & Robotics,Safety monitoring for IL policies using 3DGS digital twin,
GaussNav-2,2412.04470,CVPR 2025,2025,Embodied AI & Robotics,Enhanced GS navigation with hierarchical semantic Gaussian maps,
GaussRover,2503.20168,CVPR 2025,2025,Embodied AI & Robotics,GS-based rover navigation with terrain-aware Gaussian representation,
GS-ID,,ICCV 2025,2025,Embodied AI & Robotics,GS-based illumination decomposition: real-scene light field factorization for embodied intelligence and autonomous driving,
GS-Physics,2410.08107,CVPR 2025,2025,Embodied AI & Robotics,Physics-integrated GS with differentiable simulation for rigid/soft body dynamics,
RoboSplat,2504.15387,RSS 2025,2025,Embodied AI & Robotics,"CRES is a technique for precision measurements of kinetic energies of charged particles, pioneered by the Project 8 experiment to measure the neutrino mass using the tritium endpoint method. It was...",
Splat-Nav,2504.06978,CVPR 2025,2025,Embodied AI & Robotics,GS-based navigation with Gaussian-anchored topological maps,
SplatSim,2406.10219,CVPR 2025,2025,Embodied AI & Robotics,GS-based sim-to-real transfer for robotic manipulation with photorealistic rendering,
SplatSim-v2,2504.20378,CVPR 2025,2025,Embodied AI & Robotics,Enhanced GS simulation with domain randomization for robotic learning,
VR-Robo,2502.01536,RAL 2025,2025,Embodied AI & Robotics,"Recent success in legged robot locomotion is attributed to the integration of reinforcement learning and physical simulators. However, these policies often encounter challenges when deployed in rea...",https://github.com/zst1406217/VR-Robo
FreeMoCap,,arXiv,2024,Embodied AI & Robotics,"Open-source markerless motion capture from webcams (AGPL-3.0, 8.3k stars); drives 3DGS avatars; dual-use multi-cam for mocap + 3DGS training",https://github.com/freemocap/freemocap
GaussianGrasper,2403.09637,IEEE T-RO 2024,2024,Embodied AI & Robotics,"Constructing a 3D scene capable of accommodating open-ended language queries, is a pivotal pursuit, particularly within the domain of robotics. Such technology facilitates robots in executing objec...",
GaussNav,2403.12722,CVPR 2024,2024,Embodied AI & Robotics,GS-based navigation with language-guided semantic Gaussian maps for embodied agents,
GIC,2406.14927,NeurIPS 2024,2024,Embodied AI & Robotics,Gaussian-Informed Continuum for physical property identification and differentiable simulation,https://github.com/Jukgei/gic
GraspSplats,2409.02084,CoRL 2024,2024,Embodied AI & Robotics,The ability for robots to perform efficient and zero-shot grasping of object parts is crucial for practical applications and is becoming prevalent with recent advances in Vision-Language Models (VL...,
ManiGaussian,2403.08498,ECCV 2024,2024,Embodied AI & Robotics,3D scene stylization extends the work of neural style transfer to 3D. A vital challenge in this problem is to maintain the uniformity of the stylized appearance across multiple views. A vast majori...,https://manigaussian.github.io
3DReflecNet,2605.10204,CVPR,2026,Robustness,Large-scale dataset for 3D reconstruction from reflection-corrupted images,
DelowlightSplat,2605.26629,arXiv,2026,Robustness,Lowlight Adapter + cost-volume inference predicts clean Gaussians from degraded inputs,
DualPhys-GS,2508.09610,arXiv 2026,2026,Robustness,Dual physically-guided 3DGS for underwater scene reconstruction; joint attenuation-scattering physics + lighting decomposition,
FreDeGS,,Springer 2026,2026,Robustness,Frequency-guided 3DGS for scene deblurring; frequency-aware decomposition for motion-blurred input reconstruction,
GlowGS,2605.23602,CVPR Findings,2026,Robustness,Diffusion + VFM semantic features for degraded-image 3DGS reconstruction,
Mind the Gap,,arXiv,2026,Robustness,Reveals 3-12 dB interpolation-extrapolation gap in standard 3DGS evaluation; proposes fair match count protocol + spatial preservation benchmark toolkit (16 scenes),
NIRRGB-GS,,AISY 2026,2026,Robustness,Near-infrared assisted low-light scene reconstruction and enhancement via multi-modal NIR+RGB Gaussian Splatting,
SharpSplat,,arXiv,2026,Robustness,SAM3-based building edge extraction + rendered gradient-edge alignment; sharp building boundary reconstruction in UAV 3DGS scenes,
SSA-3DGS,,arXiv,2026,Robustness,Unsupervised screen-space artifact removal for 3DGS; joint optimization of 3D scene + learnable 2D overlay; cross-view geometric consistency decouples artifacts from geometry; up to +9 dB PSNR,
TDg,2605.30328,ISPRS,2026,Robustness,Thermal-to-Depth GS using only thermal images for depth estimation,
Underwater360,2605.26447,arXiv,2026,Robustness,Omnidirectional GS + physics-based appearance-medium decoupling for underwater panoramic scenes,
3DEditSafe,2605.15398,arXiv 2026,2026,Security,First safety-regularized 3D editing framework constraining NSFW semantic propagation; 3D safety regularization + safe semantic projection + residue suppression,
4D-GSW,2605.22342,arXiv,2026,Security,Kinematic-aware watermarking via STC metric + HMM-MRF energy for spatio-temporal consistency in 4DGS,
